2021-04-25 15:13:03,402 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Sun Apr 25 15:13:03 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-25 16:36:37,725 | INFO  | Listening for connections at: tcp://49a5d4f11882:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 16:36:37,750 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 16:36:37,784 | INFO  | Listening for connections at: amqp://49a5d4f11882:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 16:36:37,826 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 16:36:37,896 | INFO  | Listening for connections at: stomp://49a5d4f11882:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 16:36:37,914 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 16:36:37,972 | INFO  | Listening for connections at: mqtt://49a5d4f11882:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 16:36:37,999 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 16:36:38,887 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@524f3b3a{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-25 16:36:39,214 | INFO  | Listening for connections at ws://49a5d4f11882:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-25 16:36:39,228 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 16:36:39,232 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:49a5d4f11882-38783-1619368596534-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-25 16:36:39,235 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-25 16:36:39,254 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 54841 mb of usable space. - resetting to maximum available disk space: 54841 mb | org.apache.activemq.broker.BrokerService | main
2021-04-25 16:36:43,856 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-25 16:36:46,662 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-25 16:36:46,664 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-25 16:36:47,133 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-25 16:36:49,985 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-25 16:36:51,097 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-25 16:40:11,460 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Sun Apr 25 16:40:11 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-25 16:40:19,107 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-25 16:40:19,578 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-25 16:40:20,227 | INFO  | Recovering from the journal @1:35431 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-25 16:40:20,237 | INFO  | Recovery replayed 16 operations from the journal in 0.582 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-25 16:40:20,307 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-25 16:40:20,350 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-25 16:40:20,513 | INFO  | Recovering from the scheduled job journal @1:316 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-25 16:40:20,518 | INFO  | Recovery replayed 1 operations from the journal in 0.005 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-25 16:40:20,527 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-25 16:40:20,772 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:49a5d4f11882-40009-1619368820403-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-25 16:40:21,850 | INFO  | Listening for connections at: tcp://49a5d4f11882:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 16:40:21,875 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 16:40:21,910 | INFO  | Listening for connections at: amqp://49a5d4f11882:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 16:40:21,922 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 16:40:21,951 | INFO  | Listening for connections at: stomp://49a5d4f11882:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 16:40:21,961 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 16:40:22,026 | INFO  | Listening for connections at: mqtt://49a5d4f11882:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 16:40:22,042 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 16:40:23,271 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@524f3b3a{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-25 16:40:23,756 | INFO  | Listening for connections at ws://49a5d4f11882:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-25 16:40:23,763 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 16:40:23,768 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:49a5d4f11882-40009-1619368820403-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-25 16:40:23,771 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-25 16:40:23,777 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 54840 mb of usable space. - resetting to maximum available disk space: 54840 mb | org.apache.activemq.broker.BrokerService | main
2021-04-25 16:40:27,288 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-25 16:40:29,490 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-25 16:40:29,492 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-25 16:40:29,813 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-25 16:40:31,945 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-25 16:40:32,880 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-25 17:01:41,096 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Sun Apr 25 17:01:41 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-25 17:01:49,248 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-25 17:01:51,207 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-25 17:01:52,030 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-25 17:01:52,575 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:e0b3dbc28d9a-38631-1619370112213-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-25 17:01:52,824 | INFO  | Listening for connections at: tcp://e0b3dbc28d9a:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 17:01:52,853 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 17:01:52,958 | INFO  | Listening for connections at: amqp://e0b3dbc28d9a:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 17:01:52,986 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 17:01:53,038 | INFO  | Listening for connections at: stomp://e0b3dbc28d9a:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 17:01:53,053 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 17:01:53,131 | INFO  | Listening for connections at: mqtt://e0b3dbc28d9a:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 17:01:53,143 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 17:01:54,517 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-25 17:01:54,958 | INFO  | Listening for connections at ws://e0b3dbc28d9a:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-25 17:01:54,959 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 17:01:55,001 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:e0b3dbc28d9a-38631-1619370112213-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-25 17:01:55,024 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-25 17:01:55,044 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 54901 mb of usable space. - resetting to maximum available disk space: 54901 mb | org.apache.activemq.broker.BrokerService | main
2021-04-25 17:01:58,907 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-25 17:02:02,423 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-25 17:02:02,424 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-25 17:02:03,076 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-25 17:02:05,769 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-25 17:02:06,184 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-25 17:48:30,865 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Sun Apr 25 17:48:30 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-25 17:48:39,570 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-25 17:48:41,384 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-25 17:48:41,985 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-25 17:48:42,476 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:d02f5a03fa55-33557-1619372922139-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-25 17:48:42,613 | INFO  | Listening for connections at: tcp://d02f5a03fa55:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 17:48:42,619 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 17:48:42,637 | INFO  | Listening for connections at: amqp://d02f5a03fa55:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 17:48:42,643 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 17:48:42,655 | INFO  | Listening for connections at: stomp://d02f5a03fa55:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 17:48:42,660 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 17:48:42,675 | INFO  | Listening for connections at: mqtt://d02f5a03fa55:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-25 17:48:42,680 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 17:48:44,112 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-25 17:48:44,473 | INFO  | Listening for connections at ws://d02f5a03fa55:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-25 17:48:44,477 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-25 17:48:44,492 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:d02f5a03fa55-33557-1619372922139-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-25 17:48:44,499 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-25 17:48:44,504 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 54886 mb of usable space. - resetting to maximum available disk space: 54886 mb | org.apache.activemq.broker.BrokerService | main
2021-04-25 17:48:48,687 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-25 17:48:51,992 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-25 17:48:51,995 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-25 17:48:52,554 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-25 17:48:55,121 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-25 17:48:55,292 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-29 02:45:25,237 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 29 02:45:25 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-29 02:45:26,242 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-29 02:45:26,620 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-29 02:45:26,923 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 02:45:27,073 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:35b03c45822a-37241-1619664326936-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-29 02:45:27,098 | INFO  | Listening for connections at: tcp://35b03c45822a:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 02:45:27,102 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 02:45:27,106 | INFO  | Listening for connections at: amqp://35b03c45822a:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 02:45:27,119 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 02:45:27,123 | INFO  | Listening for connections at: stomp://35b03c45822a:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 02:45:27,125 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 02:45:27,130 | INFO  | Listening for connections at: mqtt://35b03c45822a:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 02:45:27,131 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 02:45:27,263 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-29 02:45:27,369 | INFO  | Listening for connections at ws://35b03c45822a:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-29 02:45:27,369 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 02:45:27,371 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:35b03c45822a-37241-1619664326936-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-29 02:45:27,372 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-29 02:45:27,374 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 39656 mb of usable space. - resetting to maximum available disk space: 39656 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 02:45:27,375 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 39656 mb of usable space. - resetting to maximum available disk space: 39656 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 02:45:27,963 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-29 02:45:28,180 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 02:45:28,181 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 02:45:28,254 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-29 02:45:28,532 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-29 02:45:28,639 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-29 13:07:09,252 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 29 13:07:09 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-29 13:07:10,194 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:07:10,494 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-29 13:07:10,732 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:07:10,875 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-41925-1619701630745-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:07:10,902 | INFO  | Listening for connections at: tcp://383a1229651d:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:07:10,903 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:07:10,907 | INFO  | Listening for connections at: amqp://383a1229651d:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:07:10,909 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:07:10,913 | INFO  | Listening for connections at: stomp://383a1229651d:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:07:10,920 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:07:10,927 | INFO  | Listening for connections at: mqtt://383a1229651d:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:07:10,929 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:07:11,105 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-29 13:07:11,156 | INFO  | Listening for connections at ws://383a1229651d:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-29 13:07:11,156 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:07:11,158 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-41925-1619701630745-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:07:11,159 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:07:11,161 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 38918 mb of usable space. - resetting to maximum available disk space: 38918 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:07:11,162 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 38918 mb of usable space. - resetting to maximum available disk space: 38918 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:07:11,858 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-29 13:07:12,092 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:07:12,093 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:07:12,151 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-29 13:07:12,436 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-29 13:07:12,521 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-29 13:17:04,054 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 29 13:17:04 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-29 13:17:05,150 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:17:05,186 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:17:05,248 | INFO  | Recovering from the journal @1:503 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:17:05,249 | INFO  | Recovery replayed 8 operations from the journal in 0.058 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:17:05,261 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-29 13:17:05,267 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-29 13:17:05,374 | INFO  | Recovering from the scheduled job journal @1:28 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:17:05,375 | INFO  | Recovery replayed 1 operations from the journal in 0.001 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:17:05,376 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:17:05,410 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-35667-1619702225270-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:17:05,429 | INFO  | Listening for connections at: tcp://383a1229651d:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:17:05,431 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:17:05,476 | INFO  | Listening for connections at: amqp://383a1229651d:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:17:05,478 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:17:05,482 | INFO  | Listening for connections at: stomp://383a1229651d:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:17:05,484 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:17:05,490 | INFO  | Listening for connections at: mqtt://383a1229651d:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:17:05,491 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:17:05,612 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-29 13:17:05,652 | INFO  | Listening for connections at ws://383a1229651d:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-29 13:17:05,653 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:17:05,655 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-35667-1619702225270-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:17:05,656 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:17:05,657 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 38875 mb of usable space. - resetting to maximum available disk space: 38875 mb | org.apache.activemq.broker.BrokerService | main
